title,creation_date,medium,department,item_width,item_height,item_depth,classification,full_name,nationality,img_url,value
Reclining Female with Extended Leg,1989,glass;  hot worked and acid etched,Decorative Arts and Design,17.0,9.25,7.75,Glass,Richard Jolley,American,https://cmoa-collection-images.s3.amazonaws.com/thing/11359/CMA-2002-51-14-1_1.jpg,1
Summer View,1996,"glass;  hot worked, acid etched and fabricated",Decorative Arts and Design,0.0,30.0,0.0,Glass,Richard Jolley,American,https://cmoa-collection-images.s3.amazonaws.com/thing/11362/385.jpg,1
Spring Rite,1992,"plate glass and glass, laminated, sandblasted, carved, acid etched;  with painted metal armatures",Decorative Arts and Design,45.125,7.0,2.625,Glass,K. William LeQuier,American,https://cmoa-collection-images.s3.amazonaws.com/thing/11363/386.jpg,1
Struggle,1990,"sheet glass, fabricated, laminated, sandblasted and polished, with bronze",Decorative Arts and Design,16.5,12.813,5.5,Glass,Maria Lugossy,Hungarian,https://cmoa-collection-images.s3.amazonaws.com/thing/11364/CMA-2002-51-16_1.jpg,1
Zanfirico Pear,1994,glass,Decorative Arts and Design,0.0,19.25,0.0,Glass,Flora Mace|Joey Kirkpatrick,American|American,https://cmoa-collection-images.s3.amazonaws.com/thing/11365/CMA-2002-51-17_1.jpg,1
Chartreuse and Black Pair,1992,glass,Decorative Arts and Design,21.0,12.0,15.5,Glass,Dante Marioni,American,https://cmoa-collection-images.s3.amazonaws.com/thing/11366/389.jpg,1
Yellow Mosaic Vase,1998,"glass, blown, with murrine",Decorative Arts and Design,0.0,29.125,0.0,Glass,Dante Marioni,American,https://cmoa-collection-images.s3.amazonaws.com/thing/11367/CMA-2002-51-18-2_1.jpg,1
Alien (Organism Series),1998,"glass, flameworked, blown, sandblasted;  with paint",Decorative Arts and Design,16.0,26.0,9.0,sculpture,Robert Mickelsen,American,https://cmoa-collection-images.s3.amazonaws.com/thing/11368/CMA-2002-51-19_1.jpg,1
Suspended Artifact,1993,"glass: blown, with steel stand",Decorative Arts and Design,23.25,32.5,9.0,Glass,William Morris,American,https://cmoa-collection-images.s3.amazonaws.com/thing/23523/392.jpg,1
Persuasion Series: Ravishing,1996,glass with gold leaf,Decorative Arts and Design,0.0,26.0,0.0,Glass,Kathleen Mulcahy,American,https://cmoa-collection-images.s3.amazonaws.com/thing/16571/393.jpg,1
Macle 001,1991,"optical glass, carved: with lead  and paint",Decorative Arts and Design,6.75,24.75,4.25,Glass,Matei Negreanu,French,https://cmoa-collection-images.s3.amazonaws.com/thing/12068/CMA-2002-51-22_1.jpg,1
Mountain Skyscape,1994,"glass, cast with preformed insert, cut, carved, sandblasted: with acid and polished finishes",Decorative Arts and Design,17.875,8.125,2.562,Glass,Mark Peiser,American,https://cmoa-collection-images.s3.amazonaws.com/thing/12070/CMA-2002-51-23_1.jpg,1
Untitled #R436,1991,"lead glass, cast, ground, sandblasted and polished, with basalt",Decorative Arts and Design,24.0,12.0,2.438,Glass,Colin Reid,British,https://cmoa-collection-images.s3.amazonaws.com/thing/12072/CMA-2002-51-25-1_1.jpg,1
Vogelkuss (Bird kiss),1999,"glass: carved and engraved,  with enamel, tissue paper, and thread",Decorative Arts and Design,0.0,12.0,0.0,Glass,Sibylle Peretti,German,https://cmoa-collection-images.s3.amazonaws.com/thing/12071/CMA-2002-51-24_1.jpg,1
Untitled #R562,1993,"lead crystal glass, cast, ground, sandblasted and polished",Decorative Arts and Design,6.0,18.25,2.5,Glass,Colin Reid,British,https://cmoa-collection-images.s3.amazonaws.com/thing/12074/CMA-2002-51-25-2_1.jpg,1
"YC1196, Mandala Series #10",1996,"glass, blown: with murine and filigrana",Decorative Arts and Design,0.0,4.0,0.0,Glass,Richard Q. Ritter,American,https://cmoa-collection-images.s3.amazonaws.com/thing/27044/399.jpg,1
Flaming Snowman,1993,"glass, flameworked, sandblasted;  with paint",Decorative Arts and Design,17.5,20.375,18.5,Glass,Ginny Ruffner,American,https://cmoa-collection-images.s3.amazonaws.com/thing/29095/400.jpg,1
Untitled (Amber),2001,"glass, blown and sanded",Decorative Arts and Design,14.0,13.25,1.5,Glass,Laura de Santillana,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/27150/401.jpg,1
Madonna,1992,"glass, blown; with paint",Decorative Arts and Design,5.0,21.75,5.0,Glass,Liubov Savelyeva,Russian,https://cmoa-collection-images.s3.amazonaws.com/thing/27153/402.jpg,1
Midwestern Autumn,1996,"sheet glass, cut; paint with mixed media",Decorative Arts and Design,17.0,75.5,5.875,Glass,Therman Statom,American,https://cmoa-collection-images.s3.amazonaws.com/thing/27154/403.jpg,1
Muchachos (Friends),2000,"glass, cast; with paint",Decorative Arts and Design,13.125,32.75,8.5,Glass,Leah Wingfield,American,https://cmoa-collection-images.s3.amazonaws.com/thing/27159/404.jpg,1
Untitled,1990,"lead crystal glass, cast, sandblsated, ground and polished",Decorative Arts and Design,8.75,9.25,8.813,Glass,Steven Weinberg,American,https://cmoa-collection-images.s3.amazonaws.com/thing/27157/406.jpg,1
Untitled,1989,"optical glass, cut, sandblasted and polished, with paint",Decorative Arts and Design,10.25,16.438,6.25,Glass,Czeslaw Zuber,Polish,https://cmoa-collection-images.s3.amazonaws.com/thing/26139/407.jpg,1
Punch bowl,1906,"silver, repousse chased, vermeil (gold-plated)",Decorative Arts and Design,16.75,10.5,16.75,containers,Tiffany & Co.,American,https://cmoa-collection-images.s3.amazonaws.com/thing/4460/CMA-2002-52-2.jpg,1
Mystery Robots Rip off the Rain Forest,1989,"honduras mahogany, maple, yellow poplar, acrylic paint, gesso, and polyethylene ink",Decorative Arts and Design,132.0,30.75,30.5,Wood,Edward Zucca,American,https://cmoa-collection-images.s3.amazonaws.com/thing/48616/432.jpg,1
Harry Swank and John Walters,c. 1925,gelatin silver print,Photography,9.25,11.5,0.0,photographs,Luke Swank,American,https://cmoa-collection-images.s3.amazonaws.com/thing/101442/437_cropped.jpg,1
Harry Swank and John Walters,c. 1925,gelatin silver print,Photography,4.5,3.5,0.875,photographs,Luke Swank,American,https://cmoa-collection-images.s3.amazonaws.com/thing/101444/438.jpg,1
Charger,1796-1820,brass and cloisonné (fused glass),Decorative Arts and Design,15.5,2.25,15.375,Metals,unknown Chinese,Chinese,https://cmoa-collection-images.s3.amazonaws.com/thing/10054/CMA-37-3-242.jpg,1
Ewer,c. 1897,glass,Decorative Arts and Design,9.0,12.0,7.875,Glass,Val Saint Lambert|Leon Ledru,Belgian|Belgian,https://cmoa-collection-images.s3.amazonaws.com/thing/2160/CMA-2002-40-3.jpg,1
Bubble vase,c. 1935,glass,Decorative Arts and Design,0.0,7.0,0.0,containers,Charles Graffart|Val Saint Lambert,Belgian|Belgian,https://cmoa-collection-images.s3.amazonaws.com/thing/8441/CMA-2002-40-4.jpg,1
Vase,c. 1915,glass,Decorative Arts and Design,0.0,11.5,0.0,containers,Val Saint Lambert|Leon Ledru,Belgian|Belgian,https://cmoa-collection-images.s3.amazonaws.com/thing/8373/CMA-2002-44.jpg,1
"""Streamliner"" meat slicer",designed 1940,"aluminum, steel and rubber",Decorative Arts and Design,18.0,12.5,21.5,Metals,Egmont C. Arens|Theodore Brookhart|Hobart Manufacturing Co.,American|American|,https://cmoa-collection-images.s3.amazonaws.com/thing/58374/446.jpg,1
"Abenteurer der Kannibalen Bioethicists [Adventure of the Savage Bioethicists],",2001,"color lithograph, woodcut, chine collé, and collage on paper",Contemporary Art,3.875,7.5,1.0,drawings and watercolors,Enrique Chagoya,Mexican,https://cmoa-collection-images.s3.amazonaws.com/thing/121767/462.jpg,1
Les Trois Soeurs (The Three Sisters),1938,drypoint and etching,Contemporary Art,16.0,22.0,0.0,drawings and watercolors,Joan Miró,Spanish,https://cmoa-collection-images.s3.amazonaws.com/thing/24019/464.jpg,1
Harry Swank and John Walters,c. 1925,gelatin silver print,Photography,8.0,9.875,0.0,photographs,Luke Swank,American,https://cmoa-collection-images.s3.amazonaws.com/thing/101446/465.jpg,1
"Candlestick, one of a pair",no date,glass with a crystal base,Decorative Arts and Design,3.0,9.0,3.0,lighting devices,unknown English|unknown Irish,English|Irish,https://cmoa-collection-images.s3.amazonaws.com/thing/4785/CMA-71-51-13-A.jpg,1
Tea bowl,Qianlong period (1736-1795),"lacquer, silver, mother-of-pearl",Decorative Arts and Design,5.0,2.5,5.0,containers,unknown Chinese,Chinese,https://cmoa-collection-images.s3.amazonaws.com/thing/6129/CMA-73-48-92-1.jpg,1
Tea bowl,Qianlong period (1736-1795),"lacquer, silver, mother-of-pearl",Decorative Arts and Design,5.0,2.5,5.0,containers,unknown Chinese,Chinese,https://cmoa-collection-images.s3.amazonaws.com/thing/6130/CMA-73-48-92-2.jpg,1
Vase,1938,glass,Decorative Arts and Design,0.0,11.5,0.0,containers,Val Saint Lambert|Charles Graffart,Belgian|Belgian,https://cmoa-collection-images.s3.amazonaws.com/thing/5904/CMA-2002-43-2.jpg,1
Sequence,1997,pate de verre glass with red copper foil,Decorative Arts and Design,19.688,0.0,0.0,Glass,Galia Amsel,British,https://cmoa-collection-images.s3.amazonaws.com/thing/6459/CMA-2002-69-1.jpg,1
Grande Capsule de Coquelicot,1989,wheel-thrown and smoke-fired terra sigillata,Decorative Arts and Design,9.875,20.125,0.0,Ceramics,Pierre Bayle,French,https://cmoa-collection-images.s3.amazonaws.com/thing/5906/CMA-2003-7-1-A-B.jpg,1
"""Murrine"" Boat",1998,hand-blown glass,Decorative Arts and Design,19.75,2.25,0.0,Glass,Laura de Santillana,Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/7464/CMA-2003-7-2.jpg,1
Untitled,2000,"hand-blown glass, enamled (enamel-sand mix)",Decorative Arts and Design,10.0,8.875,0.0,Glass,Mieke Groot,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/11863/526.jpg,1
Blue + Red Spin,1997,"glass, blown, with battuto",Decorative Arts and Design,5.5,21.25,0.0,Glass,Philip Baldwin|Monica Guggisberg,American|Swiss,https://cmoa-collection-images.s3.amazonaws.com/thing/35331/527.jpg,1
Sphere (Earth),2000,cut optical glass,Decorative Arts and Design,0.0,0.0,0.0,Glass,Petr Hora,Czech,https://cmoa-collection-images.s3.amazonaws.com/thing/8442/CMA-2002-69-5.jpg,1
Fantasy Vessel - Bade dei Wein,October 1977,"hand-blown glass, layer internal glass cane drawing",Decorative Arts and Design,0.0,5.5,0.0,Glass,David Huchthausen,American,https://cmoa-collection-images.s3.amazonaws.com/thing/9618/CMA-2003-7-5.jpg,1
Pair,2000,"glass, cast, cut and polished",Decorative Arts and Design,2.875,12.0,0.0,Glass,Franz Xavier Holler,German,https://cmoa-collection-images.s3.amazonaws.com/thing/11858/530.jpg,1
Untitled,c. 1986,"blown, applied, cut and polished glass",Decorative Arts and Design,11.25,12.5,0.0,Glass,Joel Philip Myers,American,https://cmoa-collection-images.s3.amazonaws.com/thing/9608/CMA-2002-69-6.jpg,1
Boxed 1,1998,cast glass,Decorative Arts and Design,6.0,24.5,3.25,sculpture,Bruno Romanelli,British,https://cmoa-collection-images.s3.amazonaws.com/thing/5566/CMA-2003-7-6.jpg,1
Beginning to Breathe,1999,"glass: blown, sandblasted with electro-form copper",Decorative Arts and Design,15.0,5.0,5.0,sculpture,Paul Schwieder,Canadian,https://cmoa-collection-images.s3.amazonaws.com/thing/251458/534_view002.jpg,1
Initio Silenzio,2000,pâte de verre,Decorative Arts and Design,15.25,7.125,0.0,Glass,Carl van Hees,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/5565/CMA-2002-69-8.jpg,1
Diptych III,1967,Formica on wood,Contemporary Art,84.0,68.0,4.5,sculpture,Richard Artschwager,American,https://cmoa-collection-images.s3.amazonaws.com/thing/20282/538.jpg,1
"The Malecon, Havana 2",2002,gelatin silver print,Contemporary Art,10.875,14.0,1.125,photographs,Jill Snyder,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114866/541.jpg,1
"The Malecon, Havana 3",2002,gelatin silver print,Contemporary Art,19.875,14.875,1.5,photographs,Jill Snyder,American,https://cmoa-collection-images.s3.amazonaws.com/thing/114865/542.jpg,1
Jug,1878,"silver, bamboo and lacquer brush pot",Decorative Arts and Design,0.0,0.0,0.0,Metals,Henry W. Dee|Numata Kouzan,British|Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/23801/543.jpg,1
Teapot Goblet,1989,"glass, blown, with zanfirico and murrine",Decorative Arts and Design,4.5,8.5,4.5,Glass,Richard Marquis,American,https://cmoa-collection-images.s3.amazonaws.com/thing/31140/544.jpg,1
Armchair,c. 1902,elm and cane,Decorative Arts and Design,24.375,33.125,20.5,Wood,Hans Vollmer|Prag Rudniker,Austrian|Austrian,https://cmoa-collection-images.s3.amazonaws.com/thing/10937/CMA-2003-3_1.jpg,1
Champagne glass,1902,glass with gilded decoration,Decorative Arts and Design,0.0,4.5,0.0,Glass,Peter Behrens|Benedikt von Poschinger Kristallglasfabrik Oberzwieselau,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/9613/CMA-2003-2-1.jpg,1
Sherry or port glass,1902,glass with gilded decoration,Decorative Arts and Design,0.0,5.125,0.0,Glass,Peter Behrens|Benedikt von Poschinger Kristallglasfabrik Oberzwieselau,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/9614/CMA-2003-2-2.jpg,1
Liqueur glass,1902,glass with gilded decoration,Decorative Arts and Design,0.0,4.0,0.0,Glass,Peter Behrens|Benedikt von Poschinger Kristallglasfabrik Oberzwieselau,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/9615/CMA-2003-2-3.jpg,1
Water glass,1902,glass with gilded decoration,Decorative Arts and Design,0.0,4.375,0.0,Glass,Peter Behrens|Benedikt von Poschinger Kristallglasfabrik Oberzwieselau,German|German,https://cmoa-collection-images.s3.amazonaws.com/thing/9616/CMA-2003-2-4.jpg,1
Dinner plate,1903-1904,porcelain,Decorative Arts and Design,0.0,0.0,0.0,Ceramics,Henry van de Velde|Meissen Porcelain Manufactory,Belgian|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2161/CMA-2003-4-1.jpg,1
Large serving plate,1903-1904,porcelain,Decorative Arts and Design,13.5,2.0,13.5,Ceramics,Henry van de Velde|Meissen Porcelain Manufactory,Belgian|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2162/CMA-2003-4-2.jpg,1
Cup and Saucer,1903-1904,porcelain,Decorative Arts and Design,4.375,2.75,0.0,Ceramics,Henry van de Velde|Meissen Porcelain Manufactory,Belgian|German,https://cmoa-collection-images.s3.amazonaws.com/thing/2164/CMA-2003-4-3-A-B.jpg,1
Dish,c. 1950,stoneware with tenmoku and kaki glaze,Decorative Arts and Design,0.0,2.125,0.0,Ceramics,Shoji Hamada,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/98072/555-2.jpg,1
Dish,c. 1950,stoneware with kaki glaze over sekkai clear glaze,Decorative Arts and Design,0.0,0.0,0.0,Ceramics,Shoji Hamada,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/1006/CMA-2002-62-2.jpg,1
"Dr. Washington Epps, My Doctor",1885,oil on canvas,Fine Arts,20.0,25.0,3.5,paintings,Lawrence Alma-Tadema,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/134425/557.jpg,1
Study for Steamboat on the Ohio,c. 1896,oil on cardboard,Fine Arts,15.0,8.0,0.0,paintings,Thomas Pollock Anshutz,American,https://cmoa-collection-images.s3.amazonaws.com/thing/23525/558.jpg,1
Elephant,1924,oil on canvas,Fine Arts,16.375,14.0,2.25,paintings,Bart Antony van der Leck,Dutch,https://cmoa-collection-images.s3.amazonaws.com/thing/29954/679.jpg,1
Small Black Woodcut (Petit bois noir),1906,woodcut on laid paper,Fine Arts,16.0,22.0,0.0,prints,Henri Matisse,French,https://cmoa-collection-images.s3.amazonaws.com/thing/37487/681.jpg,1
Red Gate of Tokyo University in Early Summer,1929,woodblock print,Fine Arts,10.5,7.938,0.0,prints,Fujimori Shizuo,Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/29266/682.jpg,1
Red Gate of Tokyo University in Early Summer,5/18/1929,woodblock print on paper,Fine Arts,19.25,14.25,0.0,prints,Fujimori Shizuo|Nakajima Jûtarô of Sôsaku-Hanga Club,Japanese|Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/28864/1028635-b.jpg,1
Central Meteorological Observatory,7/30/1929,"woodblock print, 1 of a pair",Fine Arts,14.25,19.25,0.0,prints,Fujimori Shizuo|Nakajima Jûtarô of Sôsaku-Hanga Club,Japanese|Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/28903/1028637-a.jpg,1
Central Meteorological Observatory,1929,"woodblock print, 1 of a pair",Fine Arts,8.063,10.5,0.0,prints,Fujimori Shizuo|Nakajima Jûtarô of Sôsaku-Hanga Club,Japanese|Japanese,https://cmoa-collection-images.s3.amazonaws.com/thing/29282/685.jpg,1
A Large Castle Overlooking a Winding Valley with Two Towers,1553,etching,Fine Arts,19.25,14.25,0.0,prints,Hanns Lautensack,German,https://cmoa-collection-images.s3.amazonaws.com/thing/102696/687.jpg,1
Alexander the Great Taming Bucephalus,c. 1550,etching,Fine Arts,18.0,24.0,0.0,prints,Master L. D.|Francesco Primaticcio,French|Italian,https://cmoa-collection-images.s3.amazonaws.com/thing/97488/688.jpg,1
" Lucy's House, Mason's Bend, AL; elevation and floor plan",2001,"ink, colored pencil, pastel and watercolor on paper",Heinz Architectural Center,24.0,18.0,0.0,drawings and watercolors,Samuel Mockbee,American,https://cmoa-collection-images.s3.amazonaws.com/thing/227905/689.jpg,1
"Lucy's House, Mason's Bend, AL; elevations, plans and sections",2001,"ink, color pencil, watercolor and metallic ink on paper",Heinz Architectural Center,16.5,14.0,0.0,drawings and watercolors,Samuel Mockbee,American,https://cmoa-collection-images.s3.amazonaws.com/thing/30984/690.jpg,1
"Lucy's House, Mason's Bend, AL; elevation, section and floor plan",2001,ink and watercolor on paper,Heinz Architectural Center,16.5,14.0,0.0,drawings and watercolors,Samuel Mockbee,American,https://cmoa-collection-images.s3.amazonaws.com/thing/31014/691.jpg,1
" Lucy's House, Mason's Bend, AL; elevations, plan, section, and perspective",2001,ink and watercolor on paper,Heinz Architectural Center,16.5,14.0,0.0,drawings and watercolors,Samuel Mockbee,American,https://cmoa-collection-images.s3.amazonaws.com/thing/13159/13159.jpg,1
"Lucy's House, Mason's Bend, AL: Lucy and her daughter in their old dwelling",2001,"ink colored pencil, pastel, paint, fabric, and black and white photographs on paper",Heinz Architectural Center,11.0,14.0,0.0,drawings and watercolors,Samuel Mockbee,American,https://cmoa-collection-images.s3.amazonaws.com/thing/31116/693.jpg,1
Coppery Tentacled Sea Creature from the Narcissus Series,1998,"porcelain, mirror, diodes, and resistors",Decorative Arts and Design,7.0,14.0,6.0,Ceramics,Jacqueline A. Clipsham,American,https://cmoa-collection-images.s3.amazonaws.com/thing/1378/CMA-2002-70.jpg,1
Kevin,1976,oil on canvas,Contemporary Art,50.0,74.0,1.625,paintings,Ed Paschke,American,https://cmoa-collection-images.s3.amazonaws.com/thing/148172/729.jpg,1
Family Picnic,1941,oil on canvas,Contemporary Art,21.0,17.75,1.375,paintings,Philip Pearlstein,American,https://cmoa-collection-images.s3.amazonaws.com/thing/146346/732.jpg,1
